Name	3UTR	5UTR	CDS
uc001dny.2	1.0	253.0	3081.0
uc001dpc.3	291.0	93.0	489.0
uc021opw.1	1223.0	93.0	1110.0
uc001dpg.3	1223.0	93.0	1287.0
uc021opv.1	1223.0	93.0	1152.0
uc010otg.2	1223.0	132.0	1266.0
uc021opu.1	1223.0	211.0	1212.0
uc001dqb.4	455.0	289.0	2478.0
uc001dpx.5	455.0	234.0	1506.0
uc001dqa.4	455.0	252.0	2478.0
uc001dpz.4	455.0	275.0	2478.0
uc001dpy.4	455.0	215.0	2205.0
uc009wdm.1	209.0	234.0	1131.0
uc009wdq.1	NA	NA	NA
uc001dqj.4	4962.0	369.0	3786.0
uc001dqk.3	983.0	5879.0	1611.0
uc001dql.3	609.0	369.0	1182.0
uc021orn.1	408.0	83.0	2874.0
uc001dzl.1	414.0	83.0	2934.0
uc001dzm.1	327.0	83.0	2910.0
uc010owf.2	678.0	902.0	1761.0
uc001ebs.3	678.0	357.0	2475.0
uc001ebt.3	678.0	2358.0	1299.0
uc001ebx.3	3752.0	228.0	1920.0
uc001edi.4	3662.0	181.0	3378.0
uc001edk.3	1909.0	181.0	4446.0
uc010owm.2	3662.0	181.0	3453.0
uc001edh.3	41.0	181.0	3453.0
uc001edj.3	3068.0	74.0	2541.0
uc009wgo.3	NA	NA	NA
uc001eei.3	1895.0	506.0	1221.0
uc001eeg.3	1895.0	294.0	1599.0
uc001eeh.3	1915.0	506.0	894.0
uc001ehe.3	4345.0	199.0	1176.0
uc021osq.1	0.0	0.0	1176.0
uc001elo.3	433.0	324.0	933.0
uc021ouh.1	930.0	302.0	7089.0
uc001elv.4	1034.0	207.0	4062.0
uc001elx.4	1034.0	383.0	6723.0
uc001elw.4	1034.0	302.0	7041.0
uc001ema.3	1423.0	173.0	525.0
uc001emd.2	1847.0	302.0	2967.0
uc001emc.2	1623.0	302.0	2910.0
uc001emb.1	1623.0	324.0	3399.0
uc001eme.1	127.0	432.0	948.0
uc001emg.2	436.0	302.0	522.0
uc001emh.3	436.0	324.0	933.0
uc021ouj.1	436.0	95.0	426.0
uc021oui.1	436.0	88.0	531.0
uc001emk.4	118.0	324.0	330.0
uc001epq.3	1255.0	740.0	4281.0
uc010ozr.1	0.0	259.0	4020.0
uc001etn.3	3524.0	356.0	2532.0
uc001eto.3	3244.0	18.0	531.0
uc001eup.4	3231.0	201.0	4308.0
uc009wlr.3	3231.0	201.0	4386.0
uc010pcc.1	1585.0	201.0	2805.0
uc010pci.1	2096.0	217.0	726.0
uc001evj.2	2096.0	217.0	858.0
uc001evv.2	380.0	190.0	3873.0
uc001evu.2	380.0	190.0	3876.0
uc009wmf.2	2.0	190.0	2214.0
uc001evw.4	159.0	136.0	1194.0
uc009wmg.2	1.0	75.0	3774.0
uc001eyf.2	2078.0	315.0	4101.0
uc021oyq.1	2078.0	1.0	4074.0
uc001eyd.2	2078.0	315.0	4233.0
uc010pdb.2	2078.0	315.0	4206.0
uc010pdc.2	2078.0	315.0	4047.0
uc010pdd.2	2078.0	619.0	2706.0
uc009wmv.2	2078.0	315.0	3948.0
uc001eyg.2	1606.0	315.0	1092.0
uc001fkt.3	2399.0	480.0	8895.0
uc009wqq.3	2399.0	480.0	8910.0
uc009wqr.1	1.0	258.0	4983.0
uc009wrg.1	NA	NA	NA
uc001flz.2	865.0	97.0	6726.0
uc001fma.1	865.0	123.0	6726.0
uc009wrh.1	865.0	97.0	6723.0
uc001fly.1	865.0	49.0	6723.0
uc001fmb.4	81.0	360.0	3297.0
uc001fmc.3	98.0	49.0	4590.0
uc001fmd.4	98.0	97.0	4590.0
uc009wri.3	98.0	1650.0	3348.0
uc001fme.3	652.0	11.0	1860.0
uc009wrj.2	652.0	3.0	834.0
uc001fmf.3	775.0	30.0	1035.0
uc001fqr.2	174.0	289.0	1539.0
uc001fqt.3	896.0	289.0	432.0
uc010plf.1	1902.0	248.0	1476.0
uc010ple.1	302.0	248.0	1575.0
uc001gdt.1	1902.0	120.0	1830.0
uc010pml.2	960.0	158.0	2097.0
uc001ghz.3	960.0	347.0	2100.0
uc001gia.3	960.0	280.0	1842.0
uc001gib.3	960.0	347.0	1632.0
uc001gjf.4	898.0	603.0	1035.0
uc001gjg.4	898.0	603.0	1173.0
uc001gje.4	898.0	214.0	1035.0
uc001gjp.1	997.0	399.0	927.0
uc001gjr.2	512.0	273.0	1512.0
uc001gjq.4	11.0	273.0	1086.0
uc009wwp.1	512.0	276.0	1512.0
uc009wxb.2	59.0	764.0	678.0
uc001glq.3	6274.0	764.0	3843.0
uc001glr.3	6274.0	125.0	3420.0
uc009wxc.3	6296.0	130.0	1971.0
uc001gnk.3	6104.0	395.0	1413.0
uc001gnl.3	6104.0	814.0	1413.0
uc001gnn.3	5751.0	927.0	396.0
uc001gnm.2	0.0	0.0	396.0
uc001gve.3	726.0	107.0	2688.0
uc001gvf.1	307.0	111.0	2688.0
uc001gvg.1	288.0	111.0	2580.0
uc021phb.1	0.0	0.0	2688.0
uc001gvm.3	2644.0	270.0	4389.0
uc001gvl.3	2644.0	270.0	4470.0
uc001gvk.3	2644.0	270.0	4437.0
uc009xag.3	1632.0	116.0	4743.0
uc001gyf.3	1632.0	116.0	4635.0
uc001gyg.1	0.0	593.0	4023.0
uc021phs.1	0.0	0.0	2940.0
uc001hav.4	2728.0	405.0	2142.0
uc001hbw.3	5055.0	64.0	2790.0
uc001hbx.3	5055.0	64.0	2655.0
uc001hby.1	56.0	448.0	540.0
uc001hce.3	1387.0	127.0	1887.0
uc009xbj.1	615.0	32.0	210.0
uc010pru.2	3018.0	1.0	2952.0
uc001hdy.3	3018.0	1.0	2955.0
uc010prt.1	544.0	229.0	1881.0
uc010prv.1	544.0	66.0	1884.0
uc031pry.1	1131.0	12.0	1341.0
uc001hej.3	232.0	168.0	1767.0
uc001hei.3	232.0	322.0	1707.0
uc001hek.3	NA	NA	NA
uc001hhp.1	508.0	243.0	810.0
uc021pio.1	0.0	0.0	810.0
uc001hhy.3	758.0	179.0	1071.0
uc009xcw.3	758.0	176.0	1071.0
uc001hih.3	2242.0	60.0	1674.0
uc010psy.2	2242.0	85.0	1356.0
uc010psx.2	2242.0	85.0	1707.0
uc001hii.3	2242.0	85.0	1674.0
uc001hij.3	2242.0	60.0	1674.0
uc001hio.1	349.0	145.0	1524.0
uc001hkd.3	831.0	159.0	3165.0
uc010ptr.2	831.0	159.0	3201.0
uc010pts.2	831.0	780.0	2565.0
uc010ptt.2	831.0	819.0	2565.0
uc010ptu.2	831.0	581.0	2658.0
uc009xdh.3	2.0	159.0	249.0
uc010ptv.2	831.0	1373.0	1806.0
uc009xdi.1	NA	NA	NA
uc001hke.3	831.0	425.0	2658.0
uc010puz.2	960.0	613.0	1104.0
uc010pva.2	960.0	395.0	2322.0
uc001hod.3	960.0	811.0	3018.0
uc010pvb.2	960.0	292.0	3405.0
uc001htq.3	1178.0	166.0	1770.0
uc001htr.3	2995.0	166.0	978.0
uc001huq.3	2832.0	87.0	2178.0
uc001hvf.3	1161.0	183.0	2337.0
uc001hvg.3	1161.0	158.0	5169.0
uc010pxw.2	6337.0	1531.0	2577.0
uc010pxx.2	6337.0	423.0	3645.0
uc010pxy.2	6337.0	423.0	3360.0
uc010pxv.1	NA	NA	NA
uc001hyi.4	6337.0	423.0	3798.0
uc009xgj.1	68.0	99.0	336.0
uc001hzc.3	NA	NA	NA
uc001hza.3	1278.0	145.0	1209.0
uc001hzb.3	NA	NA	NA
uc001hzd.3	4931.0	164.0	1971.0
uc021plq.1	2021.0	408.0	4461.0
uc021plp.1	2021.0	408.0	4383.0
uc021plo.1	2021.0	408.0	4755.0
uc001hzr.3	2021.0	430.0	522.0
uc001hzv.1	1618.0	23.0	2658.0
uc021pls.1	518.0	408.0	429.0
uc001ibp.3	2677.0	378.0	2178.0
uc001ibo.4	190.0	504.0	1851.0
uc001ibv.2	1706.0	97.0	6828.0
uc009xgs.1	1830.0	2064.0	3177.0
uc001ibw.1	NA	NA	NA
uc001icd.2	2811.0	217.0	1170.0
uc021plz.1	2811.0	217.0	1167.0
uc001ifh.3	783.0	147.0	1779.0
uc001ifg.3	783.0	223.0	1026.0
uc009xhd.3	783.0	277.0	1770.0
uc021pmh.1	0.0	0.0	1026.0
uc001iij.3	708.0	625.0	7293.0
uc001iik.3	708.0	280.0	3825.0
uc009xii.3	NA	NA	NA
uc001ijd.3	2602.0	118.0	1503.0
uc010qaw.2	2602.0	63.0	1605.0
uc001ije.3	2602.0	384.0	1563.0
uc001ijf.3	2643.0	384.0	1545.0
uc001ijg.3	NA	NA	NA
uc009xij.3	NA	NA	NA
uc009xik.3	NA	NA	NA
uc009xil.3	NA	NA	NA
uc009xio.2	5146.0	91.0	2685.0
uc010qay.2	5146.0	193.0	2190.0
uc001ijn.2	5146.0	193.0	2685.0
uc001ijo.2	1648.0	193.0	561.0
uc001iks.1	1931.0	43.0	2538.0
uc001ikt.3	1931.0	321.0	2487.0
uc001iku.3	NA	NA	NA
uc001ila.3	1276.0	474.0	3819.0
uc001ilb.3	1276.0	105.0	3819.0
uc001ilc.3	1276.0	275.0	3819.0
uc009xiz.2	140.0	105.0	3063.0
uc001ilo.3	847.0	235.0	1158.0
uc001iln.3	413.0	235.0	1074.0
uc010qbx.2	935.0	85.0	1305.0
uc001inq.3	1536.0	898.0	1719.0
uc021pni.1	1536.0	43.0	1734.0
uc001inp.3	1536.0	576.0	1719.0
uc009xjh.3	NA	NA	NA
uc001ino.3	1536.0	374.0	1734.0
uc001inn.3	1536.0	85.0	2079.0
uc001inm.3	1536.0	852.0	1719.0
uc009xji.3	1536.0	322.0	1734.0
uc001inr.3	1536.0	289.0	1734.0
uc001inl.3	1536.0	530.0	1719.0
uc001ink.3	1536.0	675.0	1038.0
uc009xjj.1	NA	NA	NA
uc001irr.2	1478.0	189.0	1446.0
uc010qdb.1	NA	NA	NA
uc001isb.2	803.0	487.0	5877.0
uc009xkl.1	0.0	464.0	3477.0
uc010qdc.1	1.0	104.0	2838.0
uc001isc.1	1.0	380.0	2391.0
uc001isd.1	904.0	380.0	573.0
uc001isi.4	1209.0	329.0	2232.0
uc021pol.1	0.0	0.0	2232.0
uc001itx.4	2355.0	222.0	1059.0
uc001ity.4	2355.0	225.0	1059.0
uc001ivb.4	3808.0	1372.0	2139.0
uc001iva.4	3808.0	63.0	1749.0
uc001ivc.2	561.0	63.0	567.0
uc001iwx.4	2585.0	523.0	2772.0
uc001iww.4	2585.0	884.0	2208.0
uc009xlz.3	2585.0	523.0	2754.0
uc001iwy.4	2585.0	523.0	2751.0
uc001iwv.4	2585.0	458.0	2721.0
uc001ixa.2	20.0	523.0	1830.0
uc001iwz.2	20.0	523.0	1935.0
uc001ixb.2	1622.0	458.0	2115.0
uc001ixc.1	1796.0	547.0	1794.0
uc031pue.1	11.0	577.0	369.0
uc009xmc.2	2476.0	107.0	360.0
uc001izb.4	NA	NA	NA
uc010qeu.2	2850.0	205.0	1740.0
uc031pug.1	2518.0	1326.0	360.0
uc001izd.2	2850.0	577.0	1740.0
uc001izc.4	2518.0	577.0	360.0
uc001jau.2	1020.0	364.0	1248.0
uc001jav.2	1020.0	365.0	1248.0
uc001jat.2	1020.0	404.0	1248.0
uc001jas.2	1020.0	381.0	1248.0
uc001jar.2	1020.0	408.0	1248.0
uc009xmh.1	1020.0	487.0	1248.0
uc021ppg.1	0.0	0.0	1248.0
uc001jaw.4	358.0	653.0	1377.0
uc001jax.4	358.0	335.0	1377.0
uc009xmj.3	358.0	294.0	1377.0
uc009xmk.3	358.0	171.0	1377.0
uc021pph.1	0.0	0.0	1377.0
uc010qfc.2	535.0	194.0	1326.0
uc010qfd.2	535.0	244.0	1053.0
uc001jhr.5	4335.0	6280.0	2586.0
uc001jhs.5	4335.0	176.0	4482.0
uc010qgr.3	4335.0	313.0	2592.0
uc009xod.4	4335.0	404.0	1962.0
uc010qhk.2	1557.0	128.0	735.0
uc001jje.3	1557.0	954.0	1242.0
uc021pqn.1	NA	NA	NA
uc021pqo.1	117.0	231.0	660.0
uc009xot.1	NA	NA	NA
uc021pqp.1	NA	NA	NA
uc021pqq.1	0.0	348.0	741.0
uc021pqr.1	NA	NA	NA
uc009xou.1	2.0	970.0	621.0
uc001jjp.3	2213.0	46.0	1851.0
uc010qil.2	127.0	456.0	957.0
uc001jlt.2	3918.0	456.0	3567.0
uc001jlu.2	3918.0	269.0	2838.0
uc001jnl.2	2.0	621.0	1971.0
uc001jnn.5	1561.0	252.0	3138.0
uc001jnm.5	1561.0	187.0	3963.0
uc001jno.4	1561.0	488.0	3963.0
uc010qiu.3	NA	NA	NA
uc009xpt.3	1561.0	292.0	3963.0
uc010qit.3	1561.0	1478.0	3081.0
uc009xps.3	26.0	292.0	1977.0
uc001jnp.1	373.0	292.0	1524.0
uc001jul.3	1091.0	1105.0	2178.0
uc001juo.3	1091.0	17.0	5055.0
uc001jun.3	NA	NA	NA
uc001jum.3	NA	NA	NA
uc001juk.3	1091.0	1105.0	2319.0
uc010qkk.2	1091.0	140.0	2460.0
uc001jup.3	1054.0	560.0	2682.0
uc010qkl.1	316.0	844.0	2235.0
uc001juq.1	0.0	49.0	591.0
uc031pvy.1	1576.0	701.0	5673.0
uc001jwn.2	1576.0	701.0	6222.0
uc001jwm.2	1576.0	701.0	5346.0
uc001kmv.3	694.0	107.0	3744.0
uc010qpl.1	1574.0	442.0	1542.0
uc001kqg.2	1574.0	5.0	2598.0
uc001kqh.2	1574.0	233.0	3630.0
uc001kqj.2	1574.0	92.0	4734.0
uc001kqn.4	2041.0	351.0	1047.0
uc001kqo.4	2041.0	107.0	1047.0
uc010qpm.2	2041.0	277.0	795.0
uc021pxb.1	NA	NA	NA
uc001ksf.2	891.0	675.0	2055.0
uc010qpv.1	891.0	197.0	693.0
uc001ksi.2	1241.0	197.0	387.0
uc001ksg.2	1241.0	675.0	1749.0
uc001kwn.3	1407.0	163.0	2562.0
uc001kwm.3	1407.0	163.0	2628.0
uc001kwl.3	236.0	163.0	1659.0
uc031pxf.1	428.0	716.0	3123.0
uc001law.3	428.0	1034.0	3123.0
uc001lcu.3	3589.0	566.0	1779.0
uc001lct.3	3589.0	105.0	2028.0
uc001lde.1	173.0	199.0	3465.0
uc001ldu.3	1010.0	146.0	4149.0
uc010qsu.2	1010.0	193.0	4047.0
uc009xzg.1	246.0	410.0	903.0
uc001lha.3	2974.0	354.0	1260.0
uc031pxn.1	2974.0	203.0	1260.0
uc031pxm.1	2974.0	462.0	1260.0
uc021qaj.2	2974.0	310.0	1260.0
uc031pxl.1	2974.0	341.0	1260.0
uc001lib.4	1699.0	45.0	1248.0
uc010qug.2	2444.0	104.0	2205.0
uc001lic.3	2444.0	371.0	2127.0
uc031pyh.1	1191.0	269.0	1686.0
uc001lxt.3	1191.0	182.0	1890.0
uc031pye.1	1191.0	250.0	1779.0
uc021qck.1	1191.0	250.0	1686.0
uc031pyf.1	1191.0	323.0	1719.0
uc031pyg.1	1191.0	547.0	1593.0
uc001lxv.3	1191.0	182.0	1821.0
uc009ydz.3	1191.0	250.0	1755.0
uc001lxu.3	1191.0	534.0	1686.0
uc031pyi.1	2661.0	250.0	273.0
uc010qxr.2	1191.0	250.0	1833.0
uc001lxs.3	1191.0	182.0	1674.0
uc001lyy.1	388.0	113.0	1428.0
uc001mey.3	1516.0	588.0	1554.0
uc010raw.3	1516.0	1133.0	876.0
uc010rax.2	1516.0	1073.0	840.0
uc001mez.1	392.0	179.0	915.0
uc001mjg.1	NA	NA	NA
uc009ygh.3	160.0	467.0	2082.0
uc001mji.4	160.0	499.0	2082.0
uc009ygg.3	160.0	1817.0	2082.0
uc021qdu.1	116.0	3100.0	2082.0
uc001mjk.4	NA	NA	NA
uc001mjq.1	1.0	763.0	3150.0
uc001mjr.3	3150.0	763.0	3864.0
uc001mjs.3	3150.0	763.0	4068.0
uc001mjt.1	2.0	5.0	1044.0
uc009ygi.3	3150.0	203.0	474.0
uc010rcu.1	0.0	15.0	3816.0
uc001mmm.3	1427.0	44.0	675.0
uc001mmo.3	1427.0	15.0	3366.0
uc001mmn.3	1427.0	4.0	2493.0
uc010rcv.2	1427.0	28.0	2091.0
uc001mpp.3	3343.0	229.0	7098.0
uc010rdm.2	3343.0	361.0	7458.0
uc001mpr.4	3343.0	361.0	7290.0
uc031pzj.1	3343.0	361.0	7467.0
uc021qew.1	3343.0	361.0	7299.0
uc009yhx.4	3343.0	257.0	4482.0
uc001mpt.2	0.0	269.0	2472.0
uc009yhy.1	0.0	346.0	2211.0
uc009yhz.3	3343.0	52.0	3225.0
uc001mpu.3	3343.0	114.0	2604.0
uc001mpv.3	3343.0	1390.0	576.0
uc001mty.3	3794.0	267.0	5208.0
uc001mtz.1	106.0	356.0	4590.0
uc001mua.3	74.0	39.0	3795.0
uc001mwq.2	6071.0	381.0	1569.0
uc001mws.2	6071.0	288.0	1569.0
uc009ykx.3	4649.0	736.0	1905.0
uc001ncc.4	4649.0	624.0	2043.0
uc001ncb.4	4649.0	624.0	1905.0
uc001nca.1	6262.0	1646.0	1044.0
uc001nce.2	0.0	624.0	1452.0
uc001nnl.3	1113.0	243.0	2205.0
uc001nnm.3	1113.0	166.0	2115.0
uc010rko.2	1113.0	121.0	2115.0
uc021qjn.1	0.0	0.0	2115.0
uc001noc.1	2179.0	480.0	2424.0
uc009ymr.1	NA	NA	NA
uc010rog.2	NA	NA	NA
uc009ysf.2	1648.0	868.0	1938.0
uc009yse.1	1648.0	1363.0	1416.0
uc001onn.1	1648.0	840.0	2142.0
uc001onm.1	1648.0	256.0	2658.0
uc001ono.1	1255.0	256.0	1182.0
uc010rqa.1	1255.0	201.0	1113.0
uc009ytl.3	2046.0	221.0	2223.0
uc010rrg.2	2046.0	556.0	1815.0
uc001oth.4	2046.0	291.0	2055.0
uc001oti.2	186.0	155.0	1593.0
uc001ovf.2	2294.0	129.0	1401.0
uc009yua.2	2294.0	344.0	1083.0
uc031qcr.1	2294.0	490.0	1284.0
uc001ovl.4	5683.0	13.0	2127.0
uc001ovm.2	NA	NA	NA
uc001ovq.4	2505.0	332.0	1797.0
uc001ovp.4	2290.0	889.0	1554.0
uc009yub.3	2290.0	332.0	2379.0
uc001ovo.3	2290.0	864.0	1203.0
uc001ovn.3	2290.0	203.0	1248.0
uc001ovr.2	2867.0	1154.0	1050.0
uc001ovs.1	1159.0	972.0	864.0
uc001ovt.2	16.0	67.0	390.0
uc001oxm.3	1399.0	143.0	3675.0
uc001oxj.3	534.0	143.0	249.0
uc001oxk.3	2625.0	143.0	429.0
uc001oxl.3	1399.0	143.0	3969.0
uc009yuj.1	505.0	143.0	1665.0
uc010rsa.1	1.0	143.0	1362.0
uc010rsb.2	1399.0	39.0	4014.0
uc010rsd.2	1399.0	39.0	3696.0
uc001oxn.3	1399.0	39.0	3972.0
uc010rsc.2	1399.0	39.0	3972.0
uc010rse.2	1399.0	75.0	1710.0
uc001oxo.1	31.0	75.0	1350.0
uc001oxp.3	1399.0	143.0	768.0
uc001ozu.3	729.0	261.0	612.0
uc010rst.2	729.0	160.0	612.0
uc001ozv.3	842.0	166.0	489.0
uc009yve.3	729.0	407.0	606.0
uc009yvg.1	555.0	103.0	279.0
uc001ozx.4	899.0	345.0	4668.0
uc010rsu.1	0.0	345.0	4053.0
uc001pas.2	6247.0	263.0	1065.0
uc010rtc.1	NA	NA	NA
uc010rtd.1	NA	NA	NA
uc001per.3	1102.0	385.0	1281.0
uc001peq.3	1097.0	385.0	1269.0
uc001pex.3	2507.0	139.0	378.0
uc001pew.3	1046.0	139.0	720.0
uc001pey.3	NA	NA	NA
uc001pfc.3	5958.0	170.0	2721.0
uc001pfb.3	5958.0	170.0	2871.0
uc001pfy.2	1339.0	656.0	1575.0
uc009ywu.4	1339.0	247.0	1575.0
uc001piz.3	1633.0	1416.0	1038.0
uc001piy.3	1633.0	173.0	1038.0
uc010rvv.2	1550.0	205.0	1452.0
uc001pjz.4	1550.0	102.0	4284.0
uc001pka.3	988.0	291.0	2235.0
uc001plt.3	2779.0	118.0	2781.0
uc009yyi.3	866.0	615.0	1428.0
uc001pmc.4	866.0	325.0	1875.0
uc001pmj.4	1008.0	280.0	657.0
uc001pmk.3	1008.0	297.0	660.0
uc001pml.3	3547.0	297.0	2049.0
uc001pmm.3	3547.0	464.0	1416.0
uc001pmn.3	3547.0	234.0	1170.0
uc010rwq.2	3547.0	1.0	1047.0
uc001ppz.3	2241.0	463.0	3309.0
uc001ppw.3	2241.0	1365.0	1863.0
uc001ppx.3	2241.0	53.0	1926.0
uc001ppy.3	2241.0	36.0	3792.0
uc001pqa.3	2241.0	36.0	3612.0
uc001pqb.3	840.0	94.0	1299.0
uc001pua.2	4341.0	503.0	552.0
uc001pub.2	4341.0	361.0	1452.0
uc001puc.2	4341.0	433.0	1452.0
uc001pyt.3	1149.0	359.0	1122.0
uc001pzf.1	1708.0	204.0	1947.0
uc001pze.1	1708.0	348.0	1947.0
uc001pzc.1	1708.0	678.0	1275.0
uc001pzd.1	1708.0	400.0	1947.0
uc031qfe.1	300.0	298.0	822.0
uc001qcy.2	300.0	98.0	1446.0
uc009zco.3	3847.0	2811.0	3141.0
uc001qez.3	3847.0	379.0	5217.0
uc009zcp.3	3847.0	0.0	6264.0
uc009zcq.2	5329.0	4.0	2943.0
uc001qfb.3	78.0	156.0	885.0
uc001qif.1	5399.0	363.0	5073.0
uc021qsr.1	5643.0	128.0	564.0
uc010sdn.1	0.0	363.0	3255.0
uc010sdo.1	2.0	363.0	1005.0
uc001qiz.2	NA	NA	NA
uc001qjb.2	5703.0	241.0	3351.0
uc001qjc.2	5703.0	241.0	3267.0
uc001qja.2	NA	NA	NA
uc001qjd.2	NA	NA	NA
uc001qjf.2	5849.0	156.0	3261.0
uc010sdv.1	227.0	26.0	2175.0
uc009zdp.3	330.0	3.0	1491.0
uc001qje.2	NA	NA	NA
uc010sef.1	NA	NA	NA
uc010sei.1	1696.0	252.0	801.0
uc009zec.1	155.0	627.0	510.0
uc001qlj.2	414.0	81.0	1506.0
uc010seh.1	1696.0	81.0	1329.0
uc001qsj.3	380.0	719.0	2067.0
uc001qsk.3	380.0	276.0	2067.0
uc001qsl.3	380.0	363.0	2067.0
uc009zfr.3	380.0	656.0	1566.0
uc009zfs.3	NA	NA	NA
uc001rao.2	3551.0	763.0	1998.0
uc001ran.2	3551.0	645.0	1554.0
uc010shs.1	596.0	158.0	2109.0
uc001rbu.3	389.0	158.0	2997.0
uc001rbv.1	864.0	158.0	3318.0
uc001rbx.3	690.0	158.0	3810.0
uc001rbw.3	690.0	158.0	3813.0
uc001rby.4	690.0	95.0	3813.0
uc010sht.1	596.0	95.0	2112.0
