Name	3UTR	5UTR	CDS
uc001buo.3	NA	NA	NA
uc001bup.3	NA	NA	NA
uc009vub.1	1371.0	3.0	543.0
uc010oha.2	NA	NA	NA
uc001buq.4	656.0	3.0	423.0
uc001bvk.3	NA	NA	NA
uc001bvm.3	328.0	485.0	1023.0
uc001bvn.3	5522.0	485.0	1326.0
uc001byf.1	155.0	134.0	2172.0
uc021olg.1	939.0	1483.0	1917.0
uc001byh.3	938.0	228.0	3978.0
uc010oht.2	938.0	352.0	3687.0
uc009vup.3	279.0	393.0	1620.0
uc009vuq.1	285.0	228.0	2283.0
uc009vur.1	1.0	509.0	1371.0
uc001byj.2	2018.0	134.0	513.0
uc001byi.2	2018.0	205.0	513.0
uc001byk.2	2018.0	228.0	513.0
uc001byl.1	3436.0	146.0	516.0
uc009vut.3	595.0	201.0	3204.0
uc001byo.3	595.0	1344.0	2349.0
uc010ohu.2	595.0	146.0	3372.0
uc001byn.3	595.0	194.0	3429.0
uc001bym.3	595.0	146.0	3429.0
uc009vus.1	NA	NA	NA
uc001byu.3	2267.0	297.0	3675.0
uc009vuu.3	2267.0	238.0	4551.0
uc001byt.3	2267.0	80.0	4647.0
uc009vuv.3	2267.0	880.0	3864.0
uc001bzh.1	1756.0	488.0	690.0
uc021oli.1	0.0	0.0	690.0
uc001cao.1	328.0	150.0	372.0
uc021olj.1	0.0	0.0	372.0
uc001cbi.4	3299.0	115.0	1191.0
uc010oid.3	NA	NA	NA
uc001ccr.3	1356.0	985.0	966.0
uc010oim.2	1356.0	177.0	1098.0
uc001ccq.3	1356.0	177.0	1200.0
uc009vvt.1	1933.0	762.0	4284.0
uc001cfc.4	474.0	31.0	5745.0
uc001cfd.4	474.0	693.0	4818.0
uc001cft.2	709.0	251.0	1137.0
uc001cig.3	662.0	94.0	855.0
uc009vwm.3	662.0	486.0	915.0
uc021omh.1	662.0	302.0	948.0
uc001cih.3	662.0	51.0	936.0
uc021omi.1	0.0	0.0	855.0
uc001cne.3	410.0	276.0	1116.0
uc001cov.3	58.0	283.0	5397.0
uc001cow.3	58.0	283.0	5394.0
uc001coy.1	1.0	1307.0	2013.0
uc001cox.1	2.0	723.0	492.0
uc001coz.1	2.0	167.0	2361.0
uc009vya.3	245.0	237.0	1593.0
uc001cpa.3	NA	NA	NA
uc001cqf.4	1940.0	231.0	651.0
uc001cqe.4	1940.0	57.0	807.0
uc001crb.1	NA	NA	NA
uc001crd.1	997.0	155.0	3867.0
uc001cre.1	997.0	364.0	3864.0
uc001crc.1	997.0	155.0	3864.0
uc010omn.1	997.0	252.0	3726.0
uc010omo.1	997.0	252.0	3813.0
uc001crg.1	2.0	229.0	2883.0
uc001crf.1	2.0	1642.0	1914.0
uc001csf.3	367.0	1975.0	507.0
uc001csg.3	367.0	399.0	507.0
uc001ctp.4	465.0	452.0	4101.0
uc001cto.4	465.0	452.0	4278.0
uc001ctn.4	164.0	452.0	2289.0
uc001cui.2	1378.0	40.0	696.0
uc001cuk.2	1618.0	373.0	2280.0
uc001cul.2	1618.0	647.0	1254.0
uc001cvb.4	602.0	515.0	1977.0
uc001cwt.1	3270.0	200.0	627.0
uc001cwu.1	NA	NA	NA
uc001cwy.4	2265.0	615.0	504.0
uc001cwx.5	2265.0	774.0	504.0
uc009vzo.3	2265.0	320.0	948.0
uc001cww.3	2265.0	636.0	618.0
uc001cxy.3	836.0	122.0	1428.0
uc021ont.1	0.0	0.0	1428.0
uc001cze.3	1284.0	1043.0	996.0
uc001dhp.3	1135.0	51.0	2709.0
uc001dhq.3	1135.0	476.0	2712.0
uc001dhr.3	1135.0	486.0	1230.0
uc009wbz.1	144.0	476.0	1515.0
uc009wcm.3	1077.0	49.0	3585.0
uc001dku.4	887.0	49.0	2592.0
uc001dnm.3	785.0	425.0	2577.0
uc001dnn.3	785.0	412.0	2577.0
uc021opq.1	0.0	0.0	2577.0
uc001dnx.3	1498.0	305.0	318.0
uc001dnv.3	1498.0	275.0	318.0
uc001dnw.3	1498.0	283.0	3984.0
uc001dny.2	1.0	253.0	3081.0
uc001dpc.3	291.0	93.0	489.0
uc021opu.1	1223.0	211.0	1212.0
uc021opv.1	1223.0	93.0	1152.0
uc010otg.2	1223.0	132.0	1266.0
uc001dpg.3	1223.0	93.0	1287.0
uc021opw.1	1223.0	93.0	1110.0
uc001dpx.5	455.0	234.0	1506.0
uc001dqa.4	455.0	252.0	2478.0
uc001dqb.4	455.0	289.0	2478.0
uc001dpz.4	455.0	275.0	2478.0
uc001dpy.4	455.0	215.0	2205.0
uc009wdm.1	209.0	234.0	1131.0
uc009wdq.1	NA	NA	NA
uc001dqj.4	4962.0	369.0	3786.0
uc001dqk.3	983.0	5879.0	1611.0
uc001dql.3	609.0	369.0	1182.0
uc010ous.2	1451.0	71.0	1128.0
uc001dxa.4	1707.0	61.0	8772.0
uc001dxx.4	607.0	382.0	1482.0
uc021org.1	0.0	0.0	1482.0
uc021orn.1	408.0	83.0	2874.0
uc001dzl.1	414.0	83.0	2934.0
uc001dzm.1	327.0	83.0	2910.0
uc001ebs.3	678.0	357.0	2475.0
uc010owf.2	678.0	902.0	1761.0
uc001ebt.3	678.0	2358.0	1299.0
uc001ebx.3	3752.0	228.0	1920.0
uc001ecy.3	2043.0	363.0	1503.0
uc001ecx.3	2043.0	832.0	1503.0
uc001ecz.3	926.0	986.0	1293.0
uc010owm.2	3662.0	181.0	3453.0
uc001edi.4	3662.0	181.0	3378.0
uc001edh.3	41.0	181.0	3453.0
uc001edk.3	1909.0	181.0	4446.0
uc001edj.3	3068.0	74.0	2541.0
uc009wgo.3	NA	NA	NA
uc001eeh.3	1915.0	506.0	894.0
uc001eeg.3	1895.0	294.0	1599.0
uc001eei.3	1895.0	506.0	1221.0
uc009wgy.1	6845.0	271.0	1569.0
uc001efv.1	6845.0	271.0	1575.0
uc021ose.1	6845.0	215.0	1575.0
uc001egv.1	3383.0	137.0	2640.0
uc001egz.2	1250.0	588.0	1743.0
uc009whe.2	1250.0	588.0	1689.0
uc001ehe.3	4345.0	199.0	1176.0
uc021osq.1	0.0	0.0	1176.0
uc001eik.3	3753.0	297.0	7416.0
uc001eil.3	306.0	297.0	3708.0
uc021osy.1	374.0	275.0	2592.0
uc001eim.4	374.0	464.0	2460.0
uc001elo.3	433.0	324.0	933.0
uc001elx.4	1034.0	383.0	6723.0
uc021ouh.1	930.0	302.0	7089.0
uc001elw.4	1034.0	302.0	7041.0
uc001elv.4	1034.0	207.0	4062.0
uc001ema.3	1423.0	173.0	525.0
uc001emc.2	1623.0	302.0	2910.0
uc001emd.2	1847.0	302.0	2967.0
uc001emb.1	1623.0	324.0	3399.0
uc001eme.1	127.0	432.0	948.0
uc001emg.2	436.0	302.0	522.0
uc021oui.1	436.0	88.0	531.0
uc021ouj.1	436.0	95.0	426.0
uc001emh.3	436.0	324.0	933.0
uc001emk.4	118.0	324.0	330.0
uc001epq.3	1255.0	740.0	4281.0
uc010ozr.1	0.0	259.0	4020.0
uc001etf.3	322.0	121.0	414.0
uc021oya.1	0.0	0.0	414.0
uc001etn.3	3524.0	356.0	2532.0
uc001eto.3	3244.0	18.0	531.0
uc009wlr.3	3231.0	201.0	4386.0
uc010pcc.1	1585.0	201.0	2805.0
uc001eup.4	3231.0	201.0	4308.0
uc010pci.1	2096.0	217.0	726.0
uc001evj.2	2096.0	217.0	858.0
uc001evw.4	159.0	136.0	1194.0
uc009wmf.2	2.0	190.0	2214.0
uc001evv.2	380.0	190.0	3873.0
uc001evu.2	380.0	190.0	3876.0
uc009wmg.2	1.0	75.0	3774.0
uc001exp.1	0.0	452.0	2142.0
uc001exq.3	696.0	98.0	3714.0
uc009wmo.3	696.0	967.0	3714.0
uc009wmp.3	1159.0	17.0	3312.0
uc010pdb.2	2078.0	315.0	4206.0
uc010pdd.2	2078.0	619.0	2706.0
uc001eyf.2	2078.0	315.0	4101.0
uc009wmv.2	2078.0	315.0	3948.0
uc021oyq.1	2078.0	1.0	4074.0
uc010pdc.2	2078.0	315.0	4047.0
uc001eyd.2	2078.0	315.0	4233.0
uc001eyg.2	1606.0	315.0	1092.0
uc001ffa.2	4285.0	437.0	1098.0
uc021paf.1	541.0	437.0	1059.0
uc001fez.2	4070.0	437.0	1407.0
uc001fff.1	1863.0	91.0	1269.0
uc001fgf.2	74.0	401.0	1764.0
uc001fgc.3	98.0	893.0	885.0
uc001fgd.2	942.0	401.0	1371.0
uc001fgg.2	321.0	248.0	1341.0
uc001fge.2	74.0	248.0	1473.0
uc021paj.1	0.0	0.0	885.0
uc001fgh.1	221.0	477.0	513.0
uc031ppr.1	1840.0	320.0	1620.0
uc001fgk.4	1840.0	164.0	1620.0
uc009wpa.3	1840.0	243.0	1620.0
uc010peq.3	1840.0	458.0	1722.0
uc001fgj.4	1840.0	285.0	1722.0
uc001fgl.4	1840.0	213.0	1620.0
uc009wqq.3	2399.0	480.0	8910.0
uc001fkt.3	2399.0	480.0	8895.0
uc009wqr.1	1.0	258.0	4983.0
uc009wrg.1	NA	NA	NA
uc001fma.1	865.0	123.0	6726.0
uc009wrh.1	865.0	97.0	6723.0
uc001flz.2	865.0	97.0	6726.0
uc001fly.1	865.0	49.0	6723.0
uc001fmb.4	81.0	360.0	3297.0
uc001fmc.3	98.0	49.0	4590.0
uc001fmd.4	98.0	97.0	4590.0
uc009wri.3	98.0	1650.0	3348.0
uc009wrj.2	652.0	3.0	834.0
uc001fme.3	652.0	11.0	1860.0
uc001fmf.3	775.0	30.0	1035.0
uc001fod.3	845.0	416.0	708.0
uc010phi.2	845.0	196.0	1185.0
uc009wrw.3	845.0	171.0	1185.0
uc001fpt.1	728.0	183.0	1062.0
uc001fps.1	728.0	261.0	1062.0
uc001fqr.2	174.0	289.0	1539.0
uc001fqt.3	896.0	289.0	432.0
uc001fuv.1	2796.0	254.0	1272.0
uc009wuf.2	NA	NA	NA
uc009wue.3	1522.0	320.0	573.0
uc001fzd.3	1522.0	229.0	927.0
uc010pkl.1	1418.0	229.0	825.0
uc010pkk.1	NA	NA	NA
uc001fze.3	1522.0	186.0	927.0
uc010ple.1	302.0	248.0	1575.0
uc001gdt.1	1902.0	120.0	1830.0
uc010plf.1	1902.0	248.0	1476.0
uc001gfb.4	5989.0	580.0	1194.0
uc001gfc.4	5989.0	635.0	1590.0
uc010pll.3	5989.0	311.0	1356.0
uc010plm.3	5989.0	152.0	1248.0
uc009wvo.4	5989.0	177.0	1641.0
uc010pln.3	5989.0	618.0	1650.0
uc001gfd.4	5989.0	641.0	1590.0
uc001gfe.1	98.0	59.0	1224.0
uc001ghz.3	960.0	347.0	2100.0
uc001gia.3	960.0	280.0	1842.0
uc010pml.2	960.0	158.0	2097.0
uc001gib.3	960.0	347.0	1632.0
uc001gii.1	NA	NA	NA
uc001gio.3	272.0	311.0	894.0
uc001gin.3	272.0	334.0	894.0
uc021pey.1	0.0	0.0	894.0
uc001gjf.4	898.0	603.0	1035.0
uc001gjg.4	898.0	603.0	1173.0
uc001gje.4	898.0	214.0	1035.0
uc001gjp.1	997.0	399.0	927.0
uc001gjq.4	11.0	273.0	1086.0
uc001gjr.2	512.0	273.0	1512.0
uc009wwp.1	512.0	276.0	1512.0
uc009wxb.2	59.0	764.0	678.0
uc001glq.3	6274.0	764.0	3843.0
uc001glr.3	6274.0	125.0	3420.0
uc009wxc.3	6296.0	130.0	1971.0
uc001gnl.3	6104.0	814.0	1413.0
uc001gnk.3	6104.0	395.0	1413.0
uc001gnn.3	5751.0	927.0	396.0
uc001gnm.2	0.0	0.0	396.0
uc001goe.2	474.0	232.0	1173.0
uc001got.4	957.0	401.0	984.0
uc001gve.3	726.0	107.0	2688.0
uc001gvf.1	307.0	111.0	2688.0
uc001gvg.1	288.0	111.0	2580.0
uc021phb.1	0.0	0.0	2688.0
uc001gvm.3	2644.0	270.0	4389.0
uc001gvl.3	2644.0	270.0	4470.0
uc001gvk.3	2644.0	270.0	4437.0
uc001gwu.3	7042.0	347.0	5625.0
uc021phi.1	7042.0	347.0	5634.0
uc001gwv.1	0.0	569.0	2214.0
uc001gwx.3	7042.0	189.0	4452.0
uc001gww.2	0.0	189.0	2442.0
uc001gwy.1	3951.0	194.0	1716.0
uc001gxg.4	1864.0	3192.0	1116.0
uc001gxi.4	1864.0	267.0	1116.0
uc001gxh.4	1864.0	153.0	1116.0
uc001gyf.3	1632.0	116.0	4635.0
uc009xag.3	1632.0	116.0	4743.0
uc001gyg.1	0.0	593.0	4023.0
uc021phs.1	0.0	0.0	2940.0
uc001hal.3	2092.0	595.0	822.0
uc001ham.3	1609.0	595.0	1869.0
uc010pqp.2	1609.0	1.0	1866.0
uc010pqq.2	1609.0	266.0	1470.0
uc001hav.4	2728.0	405.0	2142.0
uc001hbf.1	676.0	376.0	2142.0
uc001hbe.1	676.0	504.0	2142.0
uc009xbf.1	676.0	479.0	2142.0
uc021phy.1	0.0	0.0	2142.0
uc001hbx.3	5055.0	64.0	2655.0
uc001hbw.3	5055.0	64.0	2790.0
uc001hby.1	56.0	448.0	540.0
uc021pia.1	1219.0	655.0	2130.0
uc010prf.2	1219.0	225.0	1896.0
uc001hca.3	1219.0	23.0	1455.0
uc001hcb.2	1219.0	189.0	1410.0
uc001hcc.2	1219.0	526.0	993.0
uc001hcd.3	1998.0	457.0	1209.0
uc031prv.1	1997.0	126.0	297.0
uc001hce.3	1387.0	127.0	1887.0
uc009xbj.1	615.0	32.0	210.0
uc010pru.2	3018.0	1.0	2952.0
uc001hdy.3	3018.0	1.0	2955.0
uc010prt.1	544.0	229.0	1881.0
uc010prv.1	544.0	66.0	1884.0
uc031pry.1	1131.0	12.0	1341.0
uc001hek.3	NA	NA	NA
uc001hej.3	232.0	168.0	1767.0
uc001hei.3	232.0	322.0	1707.0
uc001hhp.1	508.0	243.0	810.0
uc021pio.1	0.0	0.0	810.0
uc001hhy.3	758.0	179.0	1071.0
uc009xcw.3	758.0	176.0	1071.0
uc001hih.3	2242.0	60.0	1674.0
uc010psy.2	2242.0	85.0	1356.0
uc001hii.3	2242.0	85.0	1674.0
uc010psx.2	2242.0	85.0	1707.0
uc001hij.3	2242.0	60.0	1674.0
uc001hio.1	349.0	145.0	1524.0
uc009xdh.3	2.0	159.0	249.0
uc010ptr.2	831.0	159.0	3201.0
uc001hkd.3	831.0	159.0	3165.0
uc010pts.2	831.0	780.0	2565.0
uc010ptt.2	831.0	819.0	2565.0
uc010ptu.2	831.0	581.0	2658.0
uc010ptv.2	831.0	1373.0	1806.0
uc009xdi.1	NA	NA	NA
uc001hke.3	831.0	425.0	2658.0
uc001hnu.2	23.0	326.0	4575.0
uc010pvb.2	960.0	292.0	3405.0
uc001hod.3	960.0	811.0	3018.0
uc010pva.2	960.0	395.0	2322.0
uc010puz.2	960.0	613.0	1104.0
uc001hoj.3	962.0	129.0	972.0
uc010pvo.2	2981.0	340.0	2841.0
uc001hqh.3	719.0	340.0	1935.0
uc001hra.2	558.0	342.0	669.0
uc001hrd.3	1089.0	414.0	1341.0
uc001hrf.2	558.0	414.0	1395.0
uc001hre.3	1089.0	598.0	615.0
uc001hri.2	54.0	88.0	1098.0
uc001htq.3	1178.0	166.0	1770.0
uc001htr.3	2995.0	166.0	978.0
uc001hts.1	902.0	136.0	4575.0
uc009xfd.1	902.0	167.0	4575.0
uc001huq.3	2832.0	87.0	2178.0
uc001hvg.3	1161.0	158.0	5169.0
uc001hvf.3	1161.0	183.0	2337.0
uc001hvt.4	2437.0	261.0	3111.0
uc001hvs.1	1936.0	261.0	1713.0
uc001hvu.4	2437.0	120.0	1449.0
uc009xfw.3	2868.0	203.0	594.0
uc001hwg.3	2868.0	31.0	1764.0
uc001hwf.3	2868.0	31.0	1716.0
uc010pxv.1	NA	NA	NA
uc010pxy.2	6337.0	423.0	3360.0
uc010pxx.2	6337.0	423.0	3645.0
uc010pxw.2	6337.0	1531.0	2577.0
uc001hyi.4	6337.0	423.0	3798.0
uc009xgj.1	68.0	99.0	336.0
uc001hzc.3	NA	NA	NA
uc001hza.3	1278.0	145.0	1209.0
uc001hzb.3	NA	NA	NA
uc001hzd.3	4931.0	164.0	1971.0
uc001hzr.3	2021.0	430.0	522.0
uc021plq.1	2021.0	408.0	4461.0
uc021plp.1	2021.0	408.0	4383.0
uc021plo.1	2021.0	408.0	4755.0
uc001hzv.1	1618.0	23.0	2658.0
uc021pls.1	518.0	408.0	429.0
uc001ibp.3	2677.0	378.0	2178.0
uc001ibo.4	190.0	504.0	1851.0
uc009xgs.1	1830.0	2064.0	3177.0
uc001ibv.2	1706.0	97.0	6828.0
uc001ibw.1	NA	NA	NA
uc021plz.1	2811.0	217.0	1167.0
uc001icd.2	2811.0	217.0	1170.0
uc001ico.3	199.0	465.0	1764.0
uc009xgv.3	199.0	37.0	1872.0
uc001icq.1	1550.0	24.0	363.0
uc010pyv.1	7.0	37.0	795.0
uc001iex.3	882.0	695.0	1359.0
uc021pme.1	0.0	0.0	1359.0
uc009xhd.3	783.0	277.0	1770.0
uc001ifg.3	783.0	223.0	1026.0
uc001ifh.3	783.0	147.0	1779.0
uc021pmh.1	0.0	0.0	1026.0
uc001iih.2	NA	NA	NA
uc001iig.2	1846.0	44.0	837.0
uc001iii.2	NA	NA	NA
uc009xic.2	1846.0	44.0	837.0
uc001iij.3	708.0	625.0	7293.0
uc001iik.3	708.0	280.0	3825.0
uc001ijd.3	2602.0	118.0	1503.0
uc009xii.3	NA	NA	NA
uc010qaw.2	2602.0	63.0	1605.0
uc001ije.3	2602.0	384.0	1563.0
uc001ijf.3	2643.0	384.0	1545.0
uc009xik.3	NA	NA	NA
uc009xil.3	NA	NA	NA
uc009xij.3	NA	NA	NA
uc001ijg.3	NA	NA	NA
uc010qay.2	5146.0	193.0	2190.0
uc001ijn.2	5146.0	193.0	2685.0
uc009xio.2	5146.0	91.0	2685.0
uc001ijo.2	1648.0	193.0	561.0
uc001iks.1	1931.0	43.0	2538.0
uc001ikt.3	1931.0	321.0	2487.0
uc001iku.3	NA	NA	NA
uc001ilc.3	1276.0	275.0	3819.0
uc001ilb.3	1276.0	105.0	3819.0
uc001ila.3	1276.0	474.0	3819.0
uc009xiz.2	140.0	105.0	3063.0
uc001iln.3	413.0	235.0	1074.0
uc001ilo.3	847.0	235.0	1158.0
uc010qbx.2	935.0	85.0	1305.0
uc001inl.3	1536.0	530.0	1719.0
uc001inr.3	1536.0	289.0	1734.0
uc009xji.3	1536.0	322.0	1734.0
uc001inm.3	1536.0	852.0	1719.0
uc001inn.3	1536.0	85.0	2079.0
uc001ino.3	1536.0	374.0	1734.0
uc009xjh.3	NA	NA	NA
uc001ink.3	1536.0	675.0	1038.0
uc001inp.3	1536.0	576.0	1719.0
uc001inq.3	1536.0	898.0	1719.0
uc021pni.1	1536.0	43.0	1734.0
uc009xjj.1	NA	NA	NA
uc001iqn.4	1108.0	470.0	411.0
uc001irr.2	1478.0	189.0	1446.0
uc010qdb.1	NA	NA	NA
uc001isb.2	803.0	487.0	5877.0
uc009xkl.1	0.0	464.0	3477.0
uc010qdc.1	1.0	104.0	2838.0
uc001isc.1	1.0	380.0	2391.0
uc001isd.1	904.0	380.0	573.0
uc001isi.4	1209.0	329.0	2232.0
uc021pol.1	0.0	0.0	2232.0
uc001itx.4	2355.0	222.0	1059.0
uc001ity.4	2355.0	225.0	1059.0
uc001iuj.1	538.0	403.0	783.0
uc001iva.4	3808.0	63.0	1749.0
uc001ivb.4	3808.0	1372.0	2139.0
uc001ivc.2	561.0	63.0	567.0
uc001ivi.2	997.0	612.0	1404.0
uc009xlf.2	997.0	381.0	1404.0
uc001ivj.2	997.0	117.0	1404.0
uc001iww.4	2585.0	884.0	2208.0
uc001iwx.4	2585.0	523.0	2772.0
uc009xlz.3	2585.0	523.0	2754.0
uc001iwy.4	2585.0	523.0	2751.0
uc001iwv.4	2585.0	458.0	2721.0
uc001ixa.2	20.0	523.0	1830.0
uc001iwz.2	20.0	523.0	1935.0
uc001ixb.2	1622.0	458.0	2115.0
uc001ixc.1	1796.0	547.0	1794.0
uc031pue.1	11.0	577.0	369.0
uc009xmc.2	2476.0	107.0	360.0
uc001izb.4	NA	NA	NA
uc031pug.1	2518.0	1326.0	360.0
uc010qeu.2	2850.0	205.0	1740.0
uc001izd.2	2850.0	577.0	1740.0
uc001izc.4	2518.0	577.0	360.0
uc001jau.2	1020.0	364.0	1248.0
uc001jav.2	1020.0	365.0	1248.0
uc001jat.2	1020.0	404.0	1248.0
uc001jas.2	1020.0	381.0	1248.0
uc001jar.2	1020.0	408.0	1248.0
uc009xmh.1	1020.0	487.0	1248.0
uc021ppg.1	0.0	0.0	1248.0
uc001jax.4	358.0	335.0	1377.0
uc001jaw.4	358.0	653.0	1377.0
uc009xmk.3	358.0	171.0	1377.0
uc009xmj.3	358.0	294.0	1377.0
uc021pph.1	0.0	0.0	1377.0
uc010qfc.2	535.0	194.0	1326.0
uc010qfd.2	535.0	244.0	1053.0
uc001jhs.5	4335.0	176.0	4482.0
uc001jhr.5	4335.0	6280.0	2586.0
